id,type,url,street,city,postalCode,raoSocial,latitude,longitude,minutsLatitude,minutsLongitude,RENTADOR,CANVI,SUPER,LAVABO,PARKING,VENDING
42487,SUPER,https://www.bonarea.com/botiga/42487,CL REINA FABIOLA 30,ZARAGOZA,,,41.6451624,-0.8746161000000257,41° 38' 42'',-0° 52' 28'',,,,,,
42488,SUPER,https://www.bonarea.com/botiga/42488,PS FABRA I PUIG 43-45,BARCELONA,,,41.4301018,2.1864106,41° 25' 48'',2° 11' 11'',,,,,,
42491,SUPER,https://www.bonarea.com/botiga/42491,CL PERE BADIA 16-18,TORREDEMBARRA,,,41.1444584,1.4025193,41° 08' 40'',1° 24' 09'',,,,,,
42492,SUPER,https://www.bonarea.com/botiga/42492,AV CONSTITUCIO 18,SANT CARLES DE LA RAPITA,,,40.617441,0.591128,40° 37' 02'',0° 35' 28'',,,,,,
42493,SUPER,https://www.bonarea.com/botiga/42493,PS DOCTOR VIC 3,"GARRIGA, LA",,,41.685082,2.286637,41° 41' 06'',2° 17' 11'',,,,,,
42494,SUPER,https://www.bonarea.com/botiga/42494,CR DE SITGES 77,SANT PERE DE RIBES,,,41.2588184,1.7759698,41° 15' 31'',1° 46' 33'',,,,,,
42499,SUPER,https://www.bonarea.com/botiga/42499,CL MARINA 89,BARCELONA,,,41.39361623394864,2.1883392333984375,41° 23' 37'',2° 11' 18'',,,,,,
42500,SUPER,https://www.bonarea.com/botiga/42500,RB GENERALITAT 27,SANT SADURNI D'ANOIA,,,41.4257944,1.7842796,41° 25' 32'',1° 47' 03'',,,,,,
42505,SUPER,https://www.bonarea.com/botiga/42505,CL MAJOR 243,VALLIRANA,,,41.389205446493094,1.9339048862457275,41° 23' 21'',1° 56' 02'',,,,,,
42506,SUPER,https://www.bonarea.com/botiga/42506,PS TERUEL 12,ZARAGOZA,,,41.6486013,-0.8904115,41° 38' 54'',-0° 53' 25'',,,,,,
42507,SUPER,https://www.bonarea.com/botiga/42507,"AV ROUREDA, 78",VILADECANS,,,41.32037292095441,2.0082449913024902,41° 19' 13'',2° 00' 29'',,,,,,
42508,SUPER,https://www.bonarea.com/botiga/42508,CL RAFAMANS 48,CORBERA DE LLOBREGAT,,,41.4134602,1.9302046999999902,41° 24' 48'',1° 55' 48'',,,,,,
42509,SUPER,https://www.bonarea.com/botiga/42509,CL ARTANA  10,CASTELLO DE LA PLANA,,,39.9796094,-0.0356536,39° 58' 46'',-0° 02' 08'',,,,,,
42510,SUPER,https://www.bonarea.com/botiga/42510,AV DEL TANCAT 80,"VENDRELL, EL",,,41.21827490758863,1.52785062789917,41° 13' 05'',1° 31' 40'',,,,,,
42511,SUPER,https://www.bonarea.com/botiga/42511,CL JOAQUIN COSTA 2,CASPE,,,41.23607552610912,-0.044481754302978516,41° 14' 09'',-0° 02' 40'',,,,,,
42514,SUPER,https://www.bonarea.com/botiga/42514,CL TORRASSA 16,SANT ADRIA DE BESOS,,,41.42613252645802,2.225375175476074,41° 25' 34'',2° 13' 31'',,,,,,
42515,SUPER,https://www.bonarea.com/botiga/42515,"CL MAJOR, 106",ULLDECONA,,,40.59643154686758,0.4466709494590759,40° 35' 47'',0° 26' 48'',,,,,,
42516,SUPER,https://www.bonarea.com/botiga/42516,CL NOU 77,FIGUERES,,,42.26393936058192,2.9643183946609497,42° 15' 50'',2° 57' 51'',,,,,,
42517,SUPER,https://www.bonarea.com/botiga/42517,CL SOLIDARITAT 3,"BISBAL D'EMPORDA, LA",,,41.96213679614302,3.0353111028671265,41° 57' 43'',3° 02' 07'',,,,,,
42518,SUPER,https://www.bonarea.com/botiga/42518,"CL RAMON LLULL, 10",CARDEDEU,,,41.64169800406485,2.3601722717285156,41° 38' 30'',2° 21' 36'',,,,,,
42520,SUPER,https://www.bonarea.com/botiga/42520,PZ DIAGONAL MAR LOCAL 3 CL PUJADES 410,BARCELONA,,,41.41037932480691,2.215569019317627,41° 24' 37'',2° 12' 56'',,,,,,
42521,SUPER,https://www.bonarea.com/botiga/42521,AV PAISOS CATALANS 4-12,SANTA COLOMA DE CERVELLO,,,41.36887249999999,2.0185467999999673,41° 22' 07'',2° 01' 06'',,,,,,
42524,SUPER,https://www.bonarea.com/botiga/42524,CL RAFAEL CASANOVAS 18,VILANOVA DEL CAMI,,,41.5721861719357,1.6409432888031006,41° 34' 19'',1° 38' 27'',,,,,,
42530,SUPER,https://www.bonarea.com/botiga/42530,AV CATALUNYA 5,GANDESA,,,41.054241045561746,0.4389569163322449,41° 03' 15'',0° 26' 20'',,,,,,
42532,SUPER,https://www.bonarea.com/botiga/42532,CL BARCELONA 34,SALOU,,,41.078878,1.131334,41° 04' 43'',1° 07' 52'',,,,,,
42533,SUPER,https://www.bonarea.com/botiga/42533,AV BUENOS AIRES 20,UTEBO,,,41.7052719524497,-1.0012686252593994,41° 42' 18'',-1° 00' 04'',,,,,,
42534,SUPER,https://www.bonarea.com/botiga/42534,CL BIGAI 4,BARCELONA,,,41.40497987663063,2.1326780319213867,41° 24' 17'',2° 07' 57'',,,,,,
42535,SUPER,https://www.bonarea.com/botiga/42535,ESCUDER  15,BARCELONA,,,41.37951354125817,2.1891653537750244,41° 22' 46'',2° 11' 20'',,,,,,
42536,SUPER,https://www.bonarea.com/botiga/42536,PZ CATALUNYA 4,SALLENT,,,41.82714301294312,1.8934786319732666,41° 49' 37'',1° 53' 36'',,,,,,
42537,SUPER,https://www.bonarea.com/botiga/42537,CL ANDRES MARTINEZ VARGAS 10,ZARAGOZA,,,41.629381,-0.887275,41° 37' 45'',-0° 53' 14'',,,,,,
42538,SUPER,https://www.bonarea.com/botiga/42538,CL PROGRES 22,RIPOLL,,,42.198082,2.194223,42° 11' 53'',2° 11' 39'',,,,,,
42539,SUPER,https://www.bonarea.com/botiga/42539,CL MAJOR 51,BEGUES,,,41.3305409088968,1.9237768650054932,41° 19' 49'',1° 55' 25'',,,,,,
42540,SUPER,https://www.bonarea.com/botiga/42540,CL ROSSELLO 24,SANT CUGAT DEL VALLES,,,41.469301480427056,2.079586386680603,41° 28' 09'',2° 04' 46'',,,,,,
42541,SUPER,https://www.bonarea.com/botiga/42541,CL MAJOR 40,SANT JOAN DE VILATORRADA,,,41.7435853,1.8051576,41° 44' 36'',1° 48' 18'',,,,,,
42542,SUPER,https://www.bonarea.com/botiga/42542,CL ANGEL GUIMERA 6,MONTMELO,,,41.55184392025286,2.247079610824585,41° 33' 06'',2° 14' 49'',,,,,,
42543,SUPER,https://www.bonarea.com/botiga/42543,CL MAJOR 43,SANT GUIM DE FREIXENET,,,41.655336,1.4188853,41° 39' 19'',1° 25' 07'',,,,,,
42544,SUPER,https://www.bonarea.com/botiga/42544,PS DE LA GENERALITAT 32,VIC,,,41.92248466641899,2.2530770301818848,41° 55' 20'',2° 15' 11'',,,,,,
42545,SUPER,https://www.bonarea.com/botiga/42545,CL BALMES 1,TORELLO,,,42.05013712445527,2.263011932373047,42° 03' 00'',2° 15' 46'',,,,,,
42546,SUPER,https://www.bonarea.com/botiga/42546,"CL HERRERO, 32",CASTELLO DE LA PLANA,,,39.980671702140334,-0.04012584686279297,39° 58' 50'',-0° 02' 24'',,,,,,
42548,SUPER,https://www.bonarea.com/botiga/42548,CL ADOLFO AZNAR 13,ZARAGOZA,,,41.676005123041165,-0.8871674537658691,41° 40' 33'',-0° 53' 13'',,,,,,
42549,SUPER,https://www.bonarea.com/botiga/42549,CL MARCELINO UNCETA 30-34,ZARAGOZA,,,41.651656,-0.9016594,41° 39' 05'',-0° 54' 05'',,,,,,
42550,SUPER,https://www.bonarea.com/botiga/42550,AV MANUEL GIRONA 26,CASTELLDEFELS,,,41.2856478,1.982688899999971,41° 17' 08'',1° 58' 57'',,,,,,
42552,SUPER,https://www.bonarea.com/botiga/42552,RB GENER 26,"ARBOÇ, L'",,,41.2668218141375,1.6020163893699646,41° 16' 00'',1° 36' 07'',,,,,,
42553,SUPER,https://www.bonarea.com/botiga/42553,AV VALLE DE ARAN 13,GRAUS,,,42.1917954,0.3420458000000508,42° 11' 30'',0° 20' 31'',,,,,,
42554,SUPER,https://www.bonarea.com/botiga/42554,CL PRIMER DE MAIG 56,SANT BOI DE LLOBREGAT,,,41.35656598241062,2.0308077335357666,41° 21' 23'',2° 01' 50'',,,,,,
42555,SUPER,https://www.bonarea.com/botiga/42555,"CL MAJOR, 55",ALMACELLES,,,41.73392499382807,0.4344749450683594,41° 44' 02'',0° 26' 04'',,,,,,
42556,SUPER,https://www.bonarea.com/botiga/42556,AV BARCELONA 48-54,CUNIT,,,41.19613034231656,1.6210278868675232,41° 11' 46'',1° 37' 15'',,,,,,
42557,SUPER,https://www.bonarea.com/botiga/42557,GRAN VIA DE LES CORTS CATALANES 1107,BARCELONA,,,41.41750011644296,2.204926013946533,41° 25' 03'',2° 12' 17'',,,,,,
42559,SUPER,https://www.bonarea.com/botiga/42559,PZ SERRANO BERGÉS 11,ZARAGOZA,,,41.6674064,-0.831161,41° 40' 02'',-0° 49' 52'',,,,,,
42560,SUPER,https://www.bonarea.com/botiga/42560,"AV MONZON, 42",FONZ,,,42.00995385666314,0.25483667850494385,42° 00' 35'',0° 15' 17'',,,,,,
42561,SUPER,https://www.bonarea.com/botiga/42561,"CL MIGUEL HERNANDEZ, 21",SANT VICENÇ DELS HORTS,,,41.389726627207885,2.0097631216049194,41° 23' 23'',2° 00' 35'',,,,,,
42562,SUPER,https://www.bonarea.com/botiga/42562,AV VALENCIA 92,CASTELLO DE LA PLANA,,,39.97600812901439,-0.04833340644836426,39° 58' 33'',-0° 02' 54'',,,,,,
42563,SUPER,https://www.bonarea.com/botiga/42563,CL NTRA SRA DEL CARMEN 9,ALCOLETGE,,,41.64807987033756,0.6950891017913818,41° 38' 53'',0° 41' 42'',,,,,,
42564,SUPER,https://www.bonarea.com/botiga/42564,PS BARON DE WARSAGE 6,CALATAYUD,,,41.35292986333587,-1.6379687190055847,41° 21' 10'',-1° 38' 16'',,,,,,
42566,SUPER,https://www.bonarea.com/botiga/42566,CL CADI 10,POLINYA,,,41.55652063609314,2.15556263923645,41° 33' 23'',2° 09' 20'',,,,,,
42567,SUPER,https://www.bonarea.com/botiga/42567,AV CATALUNYA 198,PALAU-SOLITA I PLEGAMANS,,,41.58594205948015,2.180236279964447,41° 35' 09'',2° 10' 48'',,,,,,
42569,SUPER,https://www.bonarea.com/botiga/42569,CL LLUIS DOMENECH I MUNTANER 3,SANT JOAN DESPI,,,41.3659392263103,2.0725321769714355,41° 21' 57'',2° 04' 21'',,,,,,
42572,SUPER,https://www.bonarea.com/botiga/42572,CL MAJOR 51,TORRELLES DE LLOBREGAT,,,41.35758067706406,1.9809642434120178,41° 21' 27'',1° 58' 51'',,,,,,
42573,SUPER,https://www.bonarea.com/botiga/42573,CL BALUARTE ARAGONES 7,ZARAGOZA,,,41.66056918115476,-0.8601495623588562,41° 39' 38'',-0° 51' 36'',,,,,,
42574,SUPER,https://www.bonarea.com/botiga/42574,CL RIBESALBES 6,ONDA,,,39.963717709325216,-0.26173532009124756,39° 57' 49'',-0° 15' 42'',,,,,,
42575,SUPER,https://www.bonarea.com/botiga/42575,CL DOCTOR PEARSON 32,TREMP,,,42.164446,0.893634,42° 09' 52'',0° 53' 37'',,,,,,
42576,SUPER,https://www.bonarea.com/botiga/42576,AV DE LA PLANA 97,OROPESA,,,40.0908539,0.1374546,40° 05' 27'',0° 08' 14'',,,,,,
42579,SUPER,https://www.bonarea.com/botiga/42579,CL CARRERAS CANDI 2,ARGENTONA,,,41.55471622659654,2.403605282306671,41° 33' 16'',2° 24' 12'',,,,,,
42580,SUPER,https://www.bonarea.com/botiga/42580,PZ EL SALVADOR 13,SARIÑENA,,,41.79097076838943,-0.15693068504333496,41° 47' 27'',-0° 09' 24'',,,,,,
42581,SUPER,https://www.bonarea.com/botiga/42581,AV SANTIAGO LAPUENTE 22,FUENTES DE EBRO,,,41.51028055909925,-0.6258344650268555,41° 30' 37'',-0° 37' 33'',,,,,,
42582,SUPER,https://www.bonarea.com/botiga/42582,CL ZARAGOZA 21,GUADALAJARA,,,40.6335795900779,-3.156994879245758,40° 38' 00'',-3° 09' 25'',,,,,,
42585,SUPER,https://www.bonarea.com/botiga/42585,CL BARCELONA 15,CONSTANTI,,,41.151590512731076,1.21486097574234,41° 09' 05'',1° 12' 53'',,,,,,
42587,SUPER,https://www.bonarea.com/botiga/42587,PZ RAMON FOLCH 11,BELLPUIG,,,41.62745678779304,1.00862056016922,41° 37' 38'',1° 00' 31'',,,,,,
42588,SUPER,https://www.bonarea.com/botiga/42588,CL GIRONA 3,"MASIES DE VOLTREGA, LES",,,42.01562157647647,2.245030403137207,42° 00' 56'',2° 14' 42'',,,,,,
42589,SUPER,https://www.bonarea.com/botiga/42589,AV CATALUNYA 96,ALCANAR,,,40.54216178254379,0.4833582043647766,40° 32' 31'',0° 29' 00'',,,,,,
42590,SUPER,https://www.bonarea.com/botiga/42590,AV AGRAMUNT 5,CERVERA,,,41.6726416,1.2714453,41° 40' 21'',1° 16' 17'',,,,,,
42591,SUPER,https://www.bonarea.com/botiga/42591,CL PALAU DELS COMTES 8,CENTELLES,,,41.796463995018215,2.220139503479004,41° 47' 47'',2° 13' 12'',,,,,,
42592,SUPER,https://www.bonarea.com/botiga/42592,CL VALENCIA 31,BARCELONA,,,41.38106724122878,2.147902250289917,41° 22' 51'',2° 08' 52'',,,,,,
42593,SUPER,https://www.bonarea.com/botiga/42593,PS DIAGONAL 8,ARTES,,,41.7966847,1.9542124,41° 47' 48'',1° 57' 15'',,,,,,
42594,SUPER,https://www.bonarea.com/botiga/42594,CL NAPOLS 57,SANTA COLOMA DE GRAMENET,,,41.45391658690809,2.217245399951935,41° 27' 14'',2° 13' 02'',,,,,,
42595,SUPER,https://www.bonarea.com/botiga/42595,AV CARDENAL VIDAL I BARRAQUER 28,REUS,,,41.14718959984354,1.109417974948883,41° 08' 49'',1° 06' 33'',,,,,,
42596,SUPER,https://www.bonarea.com/botiga/42596,PS MARAGALL 5,BARCELONA,,,41.4137321,2.1811398,41° 24' 49'',2° 10' 52'',,,,,,
42597,SUPER,https://www.bonarea.com/botiga/42597,CL SARDANA 11,"MORELL, EL",,,41.19150434214163,1.2058272957801819,41° 11' 29'',1° 12' 20'',,,,,,
42598,SUPER,https://www.bonarea.com/botiga/42598,CL PADRO 79,SANT FRUITOS DE BAGES,,,41.75157452719443,1.8747085332870483,41° 45' 05'',1° 52' 28'',,,,,,
42600,SUPER,https://www.bonarea.com/botiga/42600,SANT FRANCESC XAVIER 34,ESPLUGUES DE LLOBREGAT,,,41.37619872308369,2.084803283214569,41° 22' 34'',2° 05' 05'',,,,,,
42601,SUPER,https://www.bonarea.com/botiga/42601,AV DEL MEDITERRANI 45,PINEDA DE MAR,,,41.61954096785802,2.6726147532463074,41° 37' 10'',2° 40' 21'',,,,,,
42602,SUPER,https://www.bonarea.com/botiga/42602,PZ GENERALITAT VALENCIANA 1,BURRIANA,,,39.88718336574119,-0.0832664966583252,39° 53' 13'',-0° 04' 59'',,,,,,
42603,SUPER,https://www.bonarea.com/botiga/42603,PZ JULIA MARTI I POU 10-11,LLIÇA D'AMUNT,,,41.6070334,2.2407204,41° 36' 25'',2° 14' 26'',,,,,,
42604,SUPER,https://www.bonarea.com/botiga/42604,CR MANRESA 39,MOIA,,,41.81001207439897,2.0950734615325928,41° 48' 36'',2° 05' 42'',,,,,,
42605,SUPER,https://www.bonarea.com/botiga/42605,CL CAMI DE LA TEULERIA 7,OLOT,,,42.17330360245548,2.47866153717041,42° 10' 23'',2° 28' 43'',,,,,,
42606,SUPER,https://www.bonarea.com/botiga/42606,CL SANT JORDI 18,FLIX,,,41.23081492303299,0.5512905120849609,41° 13' 50'',0° 33' 04'',,,,,,
42607,SUPER,https://www.bonarea.com/botiga/42607,AV DE ARAGON 18,BELVER DE CINCA,,,41.69174581062072,0.1793619990348816,41° 41' 30'',0° 10' 45'',,,,,,
42608,SUPER,https://www.bonarea.com/botiga/42608,CL DE LA LLACUNA 44,SANTA COLOMA DE QUERALT,,,41.5342018287619,1.3860046863555908,41° 32' 03'',1° 23' 09'',,,,,,
42610,SUPER,https://www.bonarea.com/botiga/42610,CL PI I MARGALL 3,SANT QUIRZE DEL VALLES,,,41.53148723363115,2.084108591079712,41° 31' 53'',2° 05' 02'',,,,,,
42611,SUPER,https://www.bonarea.com/botiga/42611,CL ESTACIO 1,BELL-LLOC D'URGELL,,,41.631642877185286,0.7818746566772461,41° 37' 53'',0° 46' 54'',,,,,,
42612,SUPER,https://www.bonarea.com/botiga/42612,CL ROSER 109,TORREGROSSA,,,41.57989913952189,0.8261418342590332,41° 34' 47'',0° 49' 34'',,,,,,
42615,SUPER,https://www.bonarea.com/botiga/42615,CL RIBES 27,BARCELONA,,,41.395330565093964,2.1820199489593506,41° 23' 43'',2° 10' 55'',,,,,,
42617,SUPER,https://www.bonarea.com/botiga/42617,CL MONJO 16,SANTPEDOR,,,41.78322505897598,1.8376672267913818,41° 46' 59'',1° 50' 15'',,,,,,
42619,SUPER,https://www.bonarea.com/botiga/42619,CL TERUEL 18,VILLARREAL,,,39.941964069197255,-0.09554028511047363,39° 56' 31'',-0° 05' 43'',,,,,,
42620,SUPER,https://www.bonarea.com/botiga/42620,AV CAPUCHINOS 18,CASTELLO DE LA PLANA,,,39.990365736183755,-0.034023821353912354,39° 59' 25'',-0° 02' 02'',,,,,,
42621,SUPER,https://www.bonarea.com/botiga/42621,CL DE LA SINIA 12,LLORENÇ DEL PENEDES,,,41.28177330935633,1.549673080444336,41° 16' 54'',1° 32' 58'',,,,,,
42622,SUPER,https://www.bonarea.com/botiga/42622,PASSATGE TORNER 3,BARCELONA,,,41.44906960961485,2.192241847515106,41° 26' 56'',2° 11' 32'',,,,,,
42623,SUPER,https://www.bonarea.com/botiga/42623,RB BADAL 86,BARCELONA,,,41.36954442515075,2.1329328417778015,41° 22' 10'',2° 07' 58'',,,,,,
42624,SUPER,https://www.bonarea.com/botiga/42624,CL A-10 20,MEQUINENZA,,,41.37171429218904,0.3015044331550598,41° 22' 18'',0° 18' 05'',,,,,,
42625,SUPER,https://www.bonarea.com/botiga/42625,AV DE CAN SERRA 44,"HOSPITALET DE LLOBREGAT, L'",,,41.366297540886386,2.100483477115631,41° 21' 58'',2° 06' 01'',,,,,,
42626,SUPER,https://www.bonarea.com/botiga/42626,AV PARLAMENT 23,TERRASSA,,,41.5813382,2.0128118,41° 34' 52'',2° 00' 46'',,,,,,
42628,SUPER,https://www.bonarea.com/botiga/42628,CL VIC 4,LLEIDA,,,41.6285935544694,0.6261509656906128,41° 37' 42'',0° 37' 34'',,,,,,
42629,SUPER,https://www.bonarea.com/botiga/42629,AV VIDRERES 9,LLORET DE MAR,,,41.70333552950379,2.844439744949341,41° 42' 12'',2° 50' 39'',,,,,,
42630,SUPER,https://www.bonarea.com/botiga/42630,CL RIERA DEL BISBE POT 21 BIS,ARENYS DE MAR,,,41.5798863,2.5509593,41° 34' 47'',2° 33' 03'',,,,,,
42631,SUPER,https://www.bonarea.com/botiga/42631,PZ DOCTOR FERRAN 6,PREMIA DE MAR,,,41.49525295113602,2.363659143447876,41° 29' 42'',2° 21' 49'',,,,,,
42632,SUPER,https://www.bonarea.com/botiga/42632,CL MESTRE ROCA 4-6,PEÑISCOLA,,,40.36043524972265,0.39964377880096436,40° 21' 37'',0° 23' 58'',,,,,,
42633,SUPER,https://www.bonarea.com/botiga/42633,CL SANT AGUSTI 3,PUIGCERDA,,,42.434131504593275,1.9265341758728027,42° 26' 02'',1° 55' 35'',,,,,,
42635,SUPER,https://www.bonarea.com/botiga/42635,CL SANTA MARIA 14,"PONT DE VILOMARA I ROCAFORT, EL",,,41.69991711005434,1.8716052174568176,41° 41' 59'',1° 52' 17'',,,,,,
42637,SUPER,https://www.bonarea.com/botiga/42637,CL GIL DE ANDRADE 4,ALCALA DE HENARES,,,40.487187071431464,-3.3541131019592285,40° 29' 13'',-3° 21' 14'',,,,,,
42638,SUPER,https://www.bonarea.com/botiga/42638,CL SANT LLOP 7,DOSRIUS,,,41.593926192601046,2.4073871970176697,41° 35' 38'',2° 24' 26'',,,,,,
42639,SUPER,https://www.bonarea.com/botiga/42639,CL MIGUEL SERVET 85,ZARAGOZA,,,41.6417608,-0.8677098,41° 38' 30'',-0° 52' 03'',,,,,,
42640,SUPER,https://www.bonarea.com/botiga/42640,CL VIDAL I BARRAQUER 16,VILASSAR DE DALT,,,41.515657188971325,2.3624280095100403,41° 30' 56'',2° 21' 44'',,,,,,
42641,SUPER,https://www.bonarea.com/botiga/42641,PZ CARLOS ROIG 7,CAMBRILS,,,41.07359064686743,1.0500741004943848,41° 04' 24'',1° 03' 00'',,,,,,
42642,SUPER,https://www.bonarea.com/botiga/42642,AV PORT DE CARO 18,ROQUETES,,,40.81882719212636,0.5060738325119019,40° 49' 07'',0° 30' 21'',,,,,,
42643,SUPER,https://www.bonarea.com/botiga/42643,AV CESAR AUGUSTO 92,ZARAGOZA,,,41.65549719372388,-0.8832111954689026,41° 39' 19'',-0° 52' 59'',,,,,,
42644,SUPER,https://www.bonarea.com/botiga/42644,CL ROSALES 36,ABRERA,,,41.516393,1.901075,41° 30' 59'',1° 54' 03'',,,,,,
42645,SUPER,https://www.bonarea.com/botiga/42645,CL GONGORA 68,BARCELONA,,,41.44461835421892,2.176813781261444,41° 26' 40'',2° 10' 36'',,,,,,
42646,SUPER,https://www.bonarea.com/botiga/42646,CL SAN EUGENIO 33,ZARAGOZA,,,41.6252311,-0.8783255,41° 37' 30'',-0° 52' 41'',,,,,,
42647,SUPER,https://www.bonarea.com/botiga/42647,CL MIRAFLORES 13,ALCOBENDAS Y LA MORALEJA,,,40.543549840481866,-3.6377137899398804,40° 32' 36'',-3° 38' 15'',,,,,,
42648,SUPER,https://www.bonarea.com/botiga/42648,CL SEVA 4,TONA,,,41.84740237638651,2.2287681698799133,41° 50' 50'',2° 13' 43'',,,,,,
42649,SUPER,https://www.bonarea.com/botiga/42649,AV DE REUS 19,ALCOVER,,,41.261551588741796,1.1702370643615723,41° 15' 41'',1° 10' 12'',,,,,,
42650,SUPER,https://www.bonarea.com/botiga/42650,CL FRANCESC MESTRES 17,SANT FELIU DE LLOBREGAT,,,41.38627548795596,2.0460695028305054,41° 23' 10'',2° 02' 45'',,,,,,
42651,SUPER,https://www.bonarea.com/botiga/42651,AV TRAVESSERA DE LES CORTS 294,BARCELONA,,,41.387684,2.136591,41° 23' 15'',2° 08' 11'',,,,,,
42652,SUPER,https://www.bonarea.com/botiga/42652,CL NOU 33,LLINARS DEL VALLES,,,41.639428921906934,2.399190366268158,41° 38' 21'',2° 23' 57'',,,,,,
42653,SUPER,https://www.bonarea.com/botiga/42653,AV GIRONA 65,"ESCALA, L'",,,42.11687968789818,3.128957748413086,42° 07' 00'',3° 07' 44'',,,,,,
42654,SUPER,https://www.bonarea.com/botiga/42654,CL MOGENT Ctda CL MOLÍ 0,MARTORELLES,,,41.528717,2.227959,41° 31' 43'',2° 13' 40'',,,,,,
42655,SUPER,https://www.bonarea.com/botiga/42655,CL GANGANELL 23,BESALU,,,42.19930704892075,2.697873115539551,42° 11' 57'',2° 41' 52'',,,,,,
42656,SUPER,https://www.bonarea.com/botiga/42656,CL CARRER TRENTA-DOS 8,CAMARLES,,,40.77337765900961,0.6705549359321594,40° 46' 24'',0° 40' 13'',,,,,,
42657,SUPER,https://www.bonarea.com/botiga/42657,AV SAN VICENTE PAUL 3,TAMARITE DE LITERA,,,41.8713664063396,0.4189610481262207,41° 52' 16'',0° 25' 08'',,,,,,
42659,SUPER,https://www.bonarea.com/botiga/42659,CL BARRIO NUEVO 30,ALAGON,,,41.77027545520871,-1.1190712451934814,41° 46' 12'',-1° 07' 08'',,,,,,
42660,SUPER,https://www.bonarea.com/botiga/42660,CL SANTIAGO RUSIÑOL LOCAL E - PARC D'ARO,PLATJA D'ARO,,,41.806415394621816,3.0543118715286255,41° 48' 23'',3° 03' 15'',,,,,,
42661,SUPER,https://www.bonarea.com/botiga/42661,CL LORDA 2,BARCELONA,,,41.420885,2.149495,41° 25' 15'',2° 08' 58'',,,,,,
42662,SUPER,https://www.bonarea.com/botiga/42662,RAMBLA DE LES BOBILES 10,MARTORELL,,,41.477171,1.915816,41° 28' 37'',1° 54' 56'',,,,,,
42663,SUPER,https://www.bonarea.com/botiga/42663,CL BAIX CAMP CANT.CR DE MORA  1,"HOSPITALET DE L'INFANT, L'",,,40.993429,0.920838,40° 59' 36'',0° 55' 15'',,,,,,
42664,SUPER,https://www.bonarea.com/botiga/42664,CL SAN JUAN BAUTISTA 8,ZAIDIN,,,41.604562813466714,0.26585519313812256,41° 36' 16'',0° 15' 57'',,,,,,
42665,SUPER,https://www.bonarea.com/botiga/42665,PZ REGUERETA 14,OLIANA,,,42.066369,1.312557,42° 03' 58'',1° 18' 45'',,,,,,
42666,SUPER,https://www.bonarea.com/botiga/42666,CL CRISTOFOL LLARGUES 26,CORNELLA DE LLOBREGAT,,,41.360173713754506,2.079591751098633,41° 21' 36'',2° 04' 46'',,,,,,
42667,SUPER,https://www.bonarea.com/botiga/42667,CL LLEIDA 5,ALPICAT,,,41.66759034877682,0.5556678771972656,41° 40' 03'',0° 33' 20'',,,,,,
42668,SUPER,https://www.bonarea.com/botiga/42668,AV CATALUNYA 26,GIRONELLA,,,42.032047,1.880298,42° 01' 55'',1° 52' 49'',,,,,,
42669,SUPER,https://www.bonarea.com/botiga/42669,CL MOSSEN CINTO VERDAGUER 17,BELLVER DE CERDANYA,,,42.36955494276816,1.7800882458686829,42° 22' 10'',1° 46' 48'',,,,,,
42671,SUPER,https://www.bonarea.com/botiga/42671,CL PI I MARAGALL 146,CALDES DE MONTBUI,,,41.624813,2.169967,41° 37' 29'',2° 10' 11'',,,,,,
42672,SUPER,https://www.bonarea.com/botiga/42672,"CL CARRUEZ, ESQUINA AV CANDEVANIA 5",ZUERA,,,41.86835,-0.789394,41° 52' 06'',-0° 47' 21'',,,,,,
42673,SUPER,https://www.bonarea.com/botiga/42673,AV BARCELONA 10,VILAFRANCA DEL PENEDES,,,41.345967,1.702137,41° 20' 45'',1° 42' 07'',,,,,,
42674,SUPER,https://www.bonarea.com/botiga/42674,AV BOULEVARD 9,CUARTE DE HUERVA,,,41.59284498213038,-0.9322178363800049,41° 35' 34'',-0° 55' 55'',,,,,,
42675,SUPER,https://www.bonarea.com/botiga/42675,CL SEQUIA 23,AITONA,,,41.49372006368586,0.4592987895011902,41° 29' 37'',0° 27' 33'',,,,,,
42676,SUPER,https://www.bonarea.com/botiga/42676,PS CANYELLAS 19,"ESPLUGA DE FRANCOLI, L'",,,41.39604686847082,1.103927493095398,41° 23' 45'',1° 06' 14'',,,,,,
42677,SUPER,https://www.bonarea.com/botiga/42677,CL SANT ANTONI 8,RIBA-ROJA D'EBRE,,,41.250886,0.488109,41° 15' 03'',0° 29' 17'',,,,,,
42679,SUPER,https://www.bonarea.com/botiga/42679,CL ANSELM CLAVE 10,ALMENAR,,,41.79356446190686,0.5701947212219238,41° 47' 36'',0° 34' 12'',,,,,,
42680,SUPER,https://www.bonarea.com/botiga/42680,CL REINA ELISENDA 12,BAGA,,,42.254603304160085,1.8625742197036743,42° 15' 16'',1° 51' 45'',,,,,,
42681,SUPER,https://www.bonarea.com/botiga/42681,AV DIPUTACIÓ 4,RODA DE TER,,,41.98457644941765,2.3097896575927734,41° 59' 04'',2° 18' 35'',,,,,,
42682,SUPER,https://www.bonarea.com/botiga/42682,CR DE PALAFRUGELL 5,TORROELLA DE MONTGRI,,,42.03811807899131,3.1275415420532227,42° 02' 17'',3° 07' 39'',,,,,,
